0.495055-0.0701395j, 0.495055-0.0701395j, 0.495055-0.0701395j, 0.495055-0.0701395j
0.480321-0.138892j, 0.480321-0.138892j, 0.480321-0.138892j, 0.480321-0.138892j
0.456087-0.204897j, 0.456087-0.204897j, 0.456087-0.204897j, 0.456087-0.204897j
0.422834-0.266845j, 0.422834-0.266845j, 0.422834-0.266845j, 0.422834-0.266845j
0.381221-0.32351j, 0.381221-0.32351j, 0.381221-0.32351j, 0.381221-0.32351j
0.33207-0.373772j, 0.33207-0.373772j, 0.33207-0.373772j, 0.33207-0.373772j
0.276356-0.416636j, 0.276356-0.416636j, 0.276356-0.416636j, 0.276356-0.416636j
0.215179-0.451255j, 0.215179-0.451255j, 0.215179-0.451255j, 0.215179-0.451255j
0.149752-0.476943j, 0.149752-0.476943j, 0.149752-0.476943j, 0.149752-0.476943j
0.081369-0.493197j, 0.081369-0.493197j, 0.081369-0.493197j, 0.081369-0.493197j
0.0113821-0.499693j, 0.0113821-0.499693j, 0.0113821-0.499693j, 0.0113821-0.499693j
-0.0588233-0.496298j, -0.0588233-0.496298j, -0.0588233-0.496298j, -0.0588233-0.496298j
-0.127858-0.483081j, -0.127858-0.483081j, -0.127858-0.483081j, -0.127858-0.483081j
-0.194355-0.460308j, -0.194355-0.460308j, -0.194355-0.460308j, -0.194355-0.460308j
-0.257-0.428428j, -0.257-0.428428j, -0.257-0.428428j, -0.257-0.428428j
-0.314553-0.38807j, -0.314553-0.38807j, -0.314553-0.38807j, -0.314553-0.38807j
-0.365875-0.340032j, -0.365875-0.340032j, -0.365875-0.340032j, -0.365875-0.340032j
-0.409951-0.285268j, -0.409951-0.285268j, -0.409951-0.285268j, -0.409951-0.285268j
-0.445908-0.224858j, -0.445908-0.224858j, -0.445908-0.224858j, -0.445908-0.224858j
-0.473036-0.16j, -0.473036-0.16j, -0.473036-0.16j, -0.473036-0.16j
-0.490797-0.0919775j, -0.490797-0.0919775j, -0.490797-0.0919775j, -0.490797-0.0919775j
-0.49884-0.0221354j, -0.49884-0.0221354j, -0.49884-0.0221354j, -0.49884-0.0221354j
-0.497006+0.0481452j, -0.497006+0.0481452j, -0.497006+0.0481452j, -0.497006+0.0481452j
-0.485331+0.117472j, -0.485331+0.117472j, -0.485331+0.117472j, -0.485331+0.117472j
-0.464047+0.184474j, -0.464047+0.184474j, -0.464047+0.184474j, -0.464047+0.184474j
-0.433574+0.247824j, -0.433574+0.247824j, -0.433574+0.247824j, -0.433574+0.247824j
-0.394517+0.30627j, -0.394517+0.30627j, -0.394517+0.30627j, -0.394517+0.30627j
-0.347647+0.358656j, -0.347647+0.358656j, -0.347647+0.358656j, -0.347647+0.358656j
-0.293892+0.403945j, -0.293892+0.403945j, -0.293892+0.403945j, -0.293892+0.403945j
-0.234317+0.44124j, -0.234317+0.44124j, -0.234317+0.44124j, -0.234317+0.44124j
-0.170099+0.469803j, -0.170099+0.469803j, -0.170099+0.469803j, -0.170099+0.469803j
-0.10251+0.48907j, -0.10251+0.48907j, -0.10251+0.48907j, -0.10251+0.48907j
-0.0328863+0.49866j, -0.0328863+0.49866j, -0.0328863+0.49866j, -0.0328863+0.49866j
0.0373933+0.498383j, 0.0373933+0.498383j, 0.0373933+0.498383j, 0.0373933+0.498383j
0.106939+0.488243j, 0.106939+0.488243j, 0.106939+0.488243j, 0.106939+0.488243j
0.174373+0.468443j, 0.174373+0.468443j, 0.174373+0.468443j, 0.174373+0.468443j
0.238363+0.439374j, 0.238363+0.439374j, 0.238363+0.439374j, 0.238363+0.439374j
0.297643+0.401611j, 0.297643+0.401611j, 0.297643+0.401611j, 0.297643+0.401611j
0.351038+0.355902j, 0.351038+0.355902j, 0.351038+0.355902j, 0.351038+0.355902j
0.397493+0.303151j, 0.397493+0.303151j, 0.397493+0.303151j, 0.397493+0.303151j
0.436088+0.244401j, 0.436088+0.244401j, 0.436088+0.244401j, 0.436088+0.244401j
0.46606+0.180816j, 0.46606+0.180816j, 0.46606+0.180816j, 0.46606+0.180816j
0.486816+0.113654j, 0.486816+0.113654j, 0.486816+0.113654j, 0.486816+0.113654j
0.497946+0.0442436j, 0.497946+0.0442436j, 0.497946+0.0442436j, 0.497946+0.0442436j
0.499228-0.0260416j, 0.499228-0.0260416j, 0.499228-0.0260416j, 0.499228-0.0260416j
0.490638-0.095811j, 0.490638-0.095811j, 0.490638-0.095811j, 0.490638-0.095811j
0.472347-0.163684j, 0.472347-0.163684j, 0.472347-0.163684j, 0.472347-0.163684j
0.444715-0.228317j, 0.444715-0.228317j, 0.444715-0.228317j, 0.444715-0.228317j
0.408289-0.288433j, 0.408289-0.288433j, 0.408289-0.288433j, 0.408289-0.288433j
0.363792-0.34284j, 0.363792-0.34284j, 0.363792-0.34284j, 0.363792-0.34284j
0.312102-0.390462j, 0.312102-0.390462j, 0.312102-0.390462j, 0.312102-0.390462j
0.254244-0.430359j, 0.254244-0.430359j, 0.254244-0.430359j, 0.254244-0.430359j
0.191361-0.461739j, 0.191361-0.461739j, 0.191361-0.461739j, 0.191361-0.461739j
0.124699-0.483982j, 0.124699-0.483982j, 0.124699-0.483982j, 0.124699-0.483982j
0.0555762-0.496649j, 0.0555762-0.496649j, 0.0555762-0.496649j, 0.0555762-0.496649j
-0.0146396-0.499488j, -0.0146396-0.499488j, -0.0146396-0.499488j, -0.0146396-0.499488j
-0.0845588-0.492443j, -0.0845588-0.492443j, -0.0845588-0.492443j, -0.0845588-0.492443j
-0.152798-0.475655j, -0.152798-0.475655j, -0.152798-0.475655j, -0.152798-0.475655j
-0.218007-0.449455j, -0.218007-0.449455j, -0.218007-0.449455j, -0.218007-0.449455j
-0.278895-0.414361j, -0.278895-0.414361j, -0.278895-0.414361j, -0.278895-0.414361j
-0.334258-0.371068j, -0.334258-0.371068j, -0.334258-0.371068j, -0.334258-0.371068j
-0.383001-0.320434j, -0.383001-0.320434j, -0.383001-0.320434j, -0.383001-0.320434j
-0.424158-0.26346j, -0.424158-0.26346j, -0.424158-0.26346j, -0.424158-0.26346j
-0.456915-0.201273j, -0.456915-0.201273j, -0.456915-0.201273j, -0.456915-0.201273j
-0.480625-0.135103j, -0.480625-0.135103j, -0.480625-0.135103j, -0.480625-0.135103j
-0.494818-0.0662613j, -0.494818-0.0662613j, -0.494818-0.0662613j, -0.494818-0.0662613j
-0.499214+0.00389119j, -0.499214+0.00389119j, -0.499214+0.00389119j, -0.499214+0.00389119j
-0.493726+0.073966j, -0.493726+0.073966j, -0.493726+0.073966j, -0.493726+0.073966j
-0.478461+0.142577j, -0.478461+0.142577j, -0.478461+0.142577j, -0.478461+0.142577j
-0.453724+0.208365j, -0.453724+0.208365j, -0.453724+0.208365j, -0.453724+0.208365j
-0.420002+0.270031j, -0.420002+0.270031j, -0.420002+0.270031j, -0.420002+0.270031j
-0.377963+0.326352j, -0.377963+0.326352j, -0.377963+0.326352j, -0.377963+0.326352j
-0.32844+0.376215j, -0.32844+0.376215j, -0.32844+0.376215j, -0.32844+0.376215j
-0.272413+0.418634j, -0.272413+0.418634j, -0.272413+0.418634j, -0.272413+0.418634j
-0.210989+0.452769j, -0.210989+0.452769j, -0.210989+0.452769j, -0.210989+0.452769j
-0.145385+0.477944j, -0.145385+0.477944j, -0.145385+0.477944j, -0.145385+0.477944j
-0.0768978+0.493662j, -0.0768978+0.493662j, -0.0768978+0.493662j, -0.0768978+0.493662j
-0.00688392+0.499611j, -0.00688392+0.499611j, -0.00688392+0.499611j, -0.00688392+0.499611j
0.0632718+0.495674j, 0.0632718+0.495674j, 0.0632718+0.495674j, 0.0632718+0.495674j
0.132181+0.48193j, 0.132181+0.48193j, 0.132181+0.48193j, 0.132181+0.48193j
0.19848+0.458649j, 0.19848+0.458649j, 0.19848+0.458649j, 0.19848+0.458649j
0.260858+0.426293j, 0.260858+0.426293j, 0.260858+0.426293j, 0.260858+0.426293j
0.31808+0.385503j, 0.31808+0.385503j, 0.31808+0.385503j, 0.31808+0.385503j
0.369013+0.337084j, 0.369013+0.337084j, 0.369013+0.337084j, 0.369013+0.337084j
0.41265+0.281996j, 0.41265+0.281996j, 0.41265+0.281996j, 0.41265+0.281996j
0.448128+0.221329j, 0.448128+0.221329j, 0.448128+0.221329j, 0.448128+0.221329j
0.474745+0.156282j, 0.474745+0.156282j, 0.474745+0.156282j, 0.474745+0.156282j
0.491973+0.0881443j, 0.491973+0.0881443j, 0.491973+0.0881443j, 0.491973+0.0881443j
0.499473+0.0182626j, 0.499473+0.0182626j, 0.499473+0.0182626j, 0.499473+0.0182626j
0.497096-0.0519799j, 0.497096-0.0519799j, 0.497096-0.0519799j, 0.497096-0.0519799j
0.484889-0.121193j, 0.484889-0.121193j, 0.484889-0.121193j, 0.484889-0.121193j
0.463093-0.188008j, 0.463093-0.188008j, 0.463093-0.188008j, 0.463093-0.188008j
0.432141-0.251101j, 0.432141-0.251101j, 0.432141-0.251101j, 0.432141-0.251101j
0.392644-0.309226j, 0.392644-0.309226j, 0.392644-0.309226j, 0.392644-0.309226j
0.345384-0.361231j, 0.345384-0.361231j, 0.345384-0.361231j, 0.345384-0.361231j
0.291297-0.406088j, 0.291297-0.406088j, 0.291297-0.406088j, 0.291297-0.406088j
0.231452-0.44291j, 0.231452-0.44291j, 0.231452-0.44291j, 0.231452-0.44291j
0.167035-0.470967j, 0.167035-0.470967j, 0.167035-0.470967j, 0.167035-0.470967j
0.0993188-0.489704j, 0.0993188-0.489704j, 0.0993188-0.489704j, 0.0993188-0.489704j
0.0296444-0.498752j, 0.0296444-0.498752j, 0.0296444-0.498752j, 0.0296444-0.498752j
-0.0406098-0.49793j, -0.0406098-0.49793j, -0.0406098-0.49793j, -0.0406098-0.49793j
-0.110054-0.487256j, -0.110054-0.487256j, -0.110054-0.487256j, -0.110054-0.487256j
-0.177313-0.46694j, -0.177313-0.46694j, -0.177313-0.46694j, -0.177313-0.46694j
-0.241057-0.437385j, -0.241057-0.437385j, -0.241057-0.437385j, -0.241057-0.437385j
-0.300024-0.399176j, -0.300024-0.399176j, -0.300024-0.399176j, -0.300024-0.399176j
-0.353048-0.353068j, -0.353048-0.353068j, -0.353048-0.353068j, -0.353048-0.353068j
-0.399079-0.299975j, -0.399079-0.299975j, -0.399079-0.299975j, -0.399079-0.299975j
-0.437207-0.240946j, -0.437207-0.240946j, -0.437207-0.240946j, -0.437207-0.240946j
-0.466677-0.17715j, -0.466677-0.17715j, -0.466677-0.17715j, -0.466677-0.17715j
-0.486907-0.10985j, -0.486907-0.10985j, -0.486907-0.10985j, -0.486907-0.10985j
-0.497495-0.0403762j, -0.497495-0.0403762j, -0.497495-0.0403762j, -0.497495-0.0403762j
-0.498234+0.0298958j, -0.498234+0.0298958j, -0.498234+0.0298958j, -0.498234+0.0298958j
-0.489107+0.0995756j, -0.489107+0.0995756j, -0.489107+0.0995756j, -0.489107+0.0995756j
-0.470296+0.167284j, -0.470296+0.167284j, -0.470296+0.167284j, -0.470296+0.167284j
-0.442173+0.231682j, -0.442173+0.231682j, -0.442173+0.231682j, -0.442173+0.231682j
-0.405295+0.291495j, -0.405295+0.291495j, -0.405295+0.291495j, -0.405295+0.291495j
-0.360391+0.34554j, -0.360391+0.34554j, -0.360391+0.34554j, -0.360391+0.34554j
-0.30835+0.392747j, -0.30835+0.392747j, -0.30835+0.392747j, -0.30835+0.392747j
-0.250202+0.432182j, -0.250202+0.432182j, -0.250202+0.432182j, -0.250202+0.432182j
-0.187097+0.463065j, -0.187097+0.463065j, -0.187097+0.463065j, -0.187097+0.463065j
-0.120285+0.484785j, -0.120285+0.484785j, -0.120285+0.484785j, -0.120285+0.484785j
-0.0510872+0.496912j, -0.0510872+0.496912j, -0.0510872+0.496912j, -0.0510872+0.496912j
