0.990111-0.140279j
0.960641-0.277783j
0.912174-0.409794j
0.845668-0.533701j
0.762438-0.647052j
0.66413-0.747607j
0.552689-0.833378j
0.430318-0.902667j
0.299437-0.954105j
0.162635-0.986674j
0.0226173-0.999731j
-0.117848-0.993018j
-0.255982-0.966666j
-0.389053-0.921197j
-0.51443-0.857512j
-0.629634-0.776868j
-0.732386-0.680861j
-0.820653-0.571389j
-0.892692-0.450618j
-0.947076-0.320936j
-0.982731-0.184908j
-0.998951-0.0452226j
-0.995416+0.0953565j
-0.972196+0.234049j
-0.929749+0.368114j
-0.868916+0.494898j
-0.7909+0.611894j
-0.697243+0.71679j
-0.589797+0.80751j
-0.470688+0.88226j
-0.34227+0.939563j
-0.207085+0.978285j
-0.067804+0.99766j
0.0728173+0.997305j
0.211998+0.977228j
0.346986+0.937825j
0.475112+0.879876j
0.593842+0.804526j
0.700827+0.713267j
0.793953+0.607902j
0.871377+0.490515j
0.931569+0.363429j
0.973338+0.229155j
0.995858+0.0903501j
0.998684-0.0502414j
0.98176-0.189839j
0.945421-0.325682j
0.890385-0.455084j
0.817741-0.575486j
0.728926-0.684507j
0.625696-0.77999j
0.510092-0.860049j
0.384401-0.923099j
0.251108-0.967894j
0.11285-0.993547j
-0.0276402-0.999552j
-0.167583-0.98579j
-0.304211-0.952533j
-0.434823-0.900439j
-0.556836-0.830537j
-0.667836-0.744212j
-0.765629-0.643169j
-0.848281-0.529407j
-0.914157-0.405175j
-0.961954-0.272931j
-0.990728-0.13529j
-0.999909+0.00502584j
-0.989315+0.145242j
-0.959157+0.282586j
-0.910031+0.414341j
-0.842908+0.537902j
-0.759116+0.650825j
-0.660312+0.750877j
-0.54845+0.836079j
-0.425742+0.904747j
-0.294615+0.955522j
-0.157662+0.987401j
-0.0175908+0.999753j
0.122828+0.992334j
0.260817+0.965291j
0.393647+0.919158j
0.518693+0.854848j
0.633481+0.773632j
0.73574+0.677118j
0.82345+0.567212j
0.894875+0.446091j
0.948602+0.316147j
0.98357+0.179952j
0.999087+0.0401978j
0.994846-0.100351j
0.97093-0.238914j
0.927814-0.372753j
0.866349-0.499219j
0.787752-0.615813j
0.693576-0.720228j
0.585684-0.8104j
0.46621-0.884545j
0.337517-0.941197j
0.202149-0.979235j
0.0627837-0.997909j
-0.0778228-0.996847j
-0.21689-0.976073j
-0.351668-0.935995j
-0.47949-0.877407j
-0.59783-0.801468j
-0.704347-0.709679j
-0.796935-0.603856j
-0.873762-0.486091j
-0.93331-0.358713j
-0.9744-0.224242j
-0.99622-0.0853366j
-0.99834+0.0552561j
-0.980716+0.194756j
-0.943697+0.330404j
-0.888016+0.459517j
-0.814773+0.579543j
-0.725418+0.688107j
-0.621718+0.783063j
-0.505722+0.862534j
-0.379725+0.924946j
-0.24622+0.969067j
-0.107845+0.994023j
0.0326618+0.999321j
0.172523+0.984857j
0.308971+0.950916j
0.439309+0.89817j
0.560959+0.827662j
0.671515+0.740787j
0.768791+0.639261j
0.850864+0.525094j
0.916109+0.400543j
0.963237+0.268072j
0.991317+0.130299j
0.999791-0.0100508j
0.988494-0.150201j
0.957649-0.287381j
0.907865-0.418877j
0.840127-0.542089j
0.755776-0.65458j
0.656478-0.754126j
0.544198-0.838759j
0.421156-0.906803j
0.289785-0.956915j
0.152684-0.988103j
0.0125644-0.99975j
-0.127804-0.991626j
-0.265644-0.963891j
-0.398231-0.917095j
-0.522942-0.852162j
-0.637311-0.770377j
-0.739076-0.673357j
-0.826225-0.563021j
-0.897034-0.441552j
-0.950104-0.31135j
-0.984384-0.174991j
-0.999197-0.0351726j
-0.994249+0.105342j
-0.96964+0.243772j
-0.925855+0.377382j
-0.86376+0.503527j
-0.784584+0.619715j
-0.689892+0.723648j
-0.581557+0.813269j
-0.461722+0.886806j
-0.332755+0.942807j
-0.197209+0.980161j
-0.0577623+0.998133j
0.082826+0.996365j
0.221776+0.974893j
0.35634+0.934141j
0.483856+0.874917j
0.601804+0.79839j
0.70785+0.706074j
0.799897+0.599795j
0.876125+0.481655j
0.935027+0.35399j
0.975438+0.219324j
0.996558+0.0803219j
0.997971-0.0602686j
0.979647-0.199667j
0.94195-0.335116j
0.885625-0.463938j
0.811787-0.583585j
0.721894-0.69169j
0.617725-0.786116j
0.501341-0.864996j
0.375042-0.92677j
0.241327-0.970215j
0.10284-0.994474j
-0.0376809-0.999065j
-0.177456-0.9839j
-0.313722-0.949276j
-0.443783-0.89588j
-0.565067-0.824767j
-0.675177-0.737344j
-0.771934-0.635339j
-0.853425-0.52077j
-0.918038-0.395902j
-0.964496-0.263206j
-0.99188-0.125304j
-0.999649+0.0150748j
-0.987649+0.155156j
-0.956116+0.292168j
-0.905676+0.423401j
-0.837326+0.546262j
-0.752416+0.658319j
-0.652627+0.757357j
-0.539932+0.841417j
-0.416559+0.908837j
-0.284949+0.958284j
-0.147704+0.98878j
-0.0075385+0.999721j
0.132776+0.990892j
0.270464+0.962468j
0.402804+0.915009j
0.527177+0.849456j
0.641124+0.767103j
0.742392+0.669581j
0.828979+0.558818j
0.899171+0.437003j
0.951582+0.306547j
0.985173+0.170028j
0.999282+0.0301476j
0.993629-0.110329j
0.968326-0.248623j
0.923874-0.382j
0.861151-0.507822j
0.781398-0.623602j
0.686192-0.727049j
0.577417-0.816117j
0.457222-0.889046j
0.327986-0.944392j
0.192265-0.981063j
0.0527407-0.998332j
-0.0878258-0.995857j
-0.226655-0.973689j
-0.361002-0.932265j
-0.488209-0.872405j
-0.605761-0.795292j
-0.711333-0.702451j
-0.802838-0.59572j
-0.878465-0.477207j
-0.93672-0.349258j
-0.97645-0.214402j
-0.99687-0.075306j
-0.997576+0.0652786j
-0.978553+0.204572j
-0.940179+0.339819j
-0.883212+0.468346j
-0.808779+0.587611j
-0.718351+0.695255j
-0.613717+0.789149j
-0.496947+0.867436j
-0.37035+0.928569j
-0.236429+0.971339j
-0.0978321+0.994899j
0.0426988+0.998784j
0.182385+0.982917j
0.318464+0.947612j
0.448245+0.893567j
0.569161+0.821851j
0.67882+0.733883j
0.775056+0.631401j
0.855963+0.516433j
0.919943+0.391252j
0.96573+0.258334j
0.992419+0.120308j
0.999481-0.0200973j
0.986778-0.160105j
0.95456-0.296946j
0.903465-0.427914j
0.834504-0.550419j
0.749039-0.662039j
0.648761-0.760567j
0.535654-0.844053j
0.411954-0.910847j
0.280107-0.959628j
0.142722-0.989431j
0.00251378-0.999667j
-0.137743-0.990134j
-0.275276-0.96102j
-0.407365-0.912901j
-0.531397-0.846728j
-0.64492-0.763811j
-0.745689-0.665789j
-0.831711-0.5546j
-0.901285-0.432444j
-0.953035-0.301736j
-0.985937-0.165061j
-0.999342-0.0251227j
-0.992983+0.115312j
-0.966988+0.253467j
-0.921869+0.386608j
-0.858519+0.512104j
-0.778192+0.627472j
-0.682475+0.73043j
-0.573262+0.818944j
-0.452712+0.891262j
-0.32321+0.945954j
-0.187316+0.981939j
-0.0477184+0.998505j
0.0928227+0.995325j
0.231528+0.972461j
0.365654+0.930365j
0.492549+0.869871j
0.609702+0.792175j
0.714798+0.698812j
0.805758+0.591631j
0.880783+0.472749j
0.93839+0.344518j
0.977439+0.209475j
0.997158+0.0702893j
0.997157-0.0702861j
0.977436-0.209471j
0.938386-0.344513j
0.880778-0.472742j
0.805752-0.591622j
0.714792-0.698801j
0.609696-0.792161j
0.492543-0.869854j
0.36565-0.930346j
0.231526-0.972438j
0.0928234-0.9953j
-0.0477142-0.998478j
-0.187308-0.981911j
-0.323197-0.945925j
-0.452694-0.891233j
-0.573239-0.818916j
-0.682447-0.730404j
-0.778158-0.627448j
-0.858481-0.512084j
-0.921826-0.386593j
-0.96694-0.253457j
-0.992933-0.115309j
-0.999289+0.0251188j
-0.985883+0.16505j
-0.952981+0.301716j
-0.901232+0.432416j
-0.831661+0.554563j
-0.745643+0.665744j
-0.644879+0.763758j
-0.531363+0.846668j
-0.407338+0.912835j
-0.275259+0.960948j
-0.137736+0.990058j
0.00251082+0.999589j
0.142707+0.989352j
0.280081+0.959549j
0.411916+0.91077j
0.535604+0.84398j
0.6487+0.7605j
0.748967+0.66198j
0.834423+0.550369j
0.903376+0.427875j
0.954464+0.296919j
0.986677+0.160091j
0.999377+0.0200979j
0.992313-0.120292j
0.965626-0.258304j
0.919842-0.391206j
0.855867-0.516372j
0.774967-0.631325j
0.678742-0.733794j
0.569094-0.82175j
0.448191-0.893456j
0.318426-0.947492j
0.182364-0.982791j
0.0426956-0.998653j
-0.0978167-0.994767j
-0.236394-0.971208j
-0.370297-0.928442j
-0.496876-0.867316j
-0.613628-0.789038j
-0.718245-0.695156j
-0.808658-0.587526j
-0.883079-0.468278j
-0.940035-0.33977j
-0.978402-0.204543j
-0.997419-0.0652708j
-0.996712+0.0752916j
-0.976293+0.214365j
-0.936568+0.349198j
-0.878321+0.477126j
-0.802704+0.595617j
-0.711213+0.70233j
-0.605658+0.795153j
-0.488125+0.87225j
-0.36094+0.932098j
-0.226616+0.973513j
-0.0878121+0.995675j
0.0527286+0.998147j
0.192226+0.980879j
0.327922+0.944214j
0.457132+0.888876j
0.577302+0.81596j
0.686055+0.726907j
0.781241+0.623479j
0.860976+0.507722j
0.923684+0.381924j
0.968126+0.248574j
0.993422+0.110308j
0.999071-0.0301389j
0.984964-0.16999j
0.951377-0.306478j
0.898976-0.436906j
0.828798-0.558692j
0.742229-0.66943j
0.640982-0.766929j
0.527059-0.849261j
0.402713-0.914798j
0.270404-0.962243j
0.132747-0.99066j
-0.00753431-0.999484j
-0.147666-0.988543j
-0.284878-0.958053j
-0.416455-0.908616j
-0.539797-0.841211j
-0.652463-0.75717j
-0.752225-0.658155j
-0.837112-0.546125j
-0.905443-0.423295j
-0.955869-0.292094j
-0.987391-0.155117j
-0.999386-0.0150732j
-0.991617+0.125269j
-0.964238+0.263133j
-0.917791+0.395793j
-0.853193+0.520626j
-0.771723+0.635162j
-0.674991+0.737138j
-0.564911+0.824535j
-0.44366+0.895626j
-0.313635+0.949005j
-0.177408+0.983617j
-0.0376724+0.998776j
0.102807+0.994184j
0.241254+0.969931j
0.374929+0.926496j
0.501189+0.864739j
0.617538+0.785881j
0.721673+0.691482j
0.811537+0.583408j
0.885351+0.463797j
0.941657+0.335015j
0.97934+0.199607j
0.997656+0.0602523j
0.996242-0.0802938j
0.975127-0.219252j
0.934727-0.353873j
0.875842-0.481496j
0.799637-0.599597j
0.707619-0.705839j
0.601606-0.798123j
0.483697-0.874623j
0.356222-0.933826j
0.221703-0.974562j
0.0828004-0.996025j
-0.0577397-0.99779j
-0.197138-0.979823j
-0.332637-0.942479j
-0.461557-0.886497j
-0.58135-0.812983j
-0.689645-0.723392j
-0.784302-0.619496j
-0.863448-0.503348j
-0.925518-0.377247j
-0.969285-0.243686j
-0.993884-0.105305j
-0.998828+0.035157j
-0.984018+0.174924j
-0.949749+0.311231j
-0.896698+0.441383j
-0.825913+0.562806j
-0.738796+0.673099j
-0.637068+0.77008j
-0.522742+0.851832j
-0.398078+0.916738j
-0.265543+0.963514j
-0.127756+0.991236j
0.012557+0.999355j
0.152621+0.98771j
0.289667+0.956533j
0.420984+0.90644j
0.543975+0.838421j
0.656209+0.753821j
0.755465+0.654314j
0.83978+0.541868j
0.907488+0.418706j
0.95725+0.287264j
0.98808+0.150141j
0.99937+0.0100493j
0.990897-0.130241j
0.962828-0.267955j
0.915718-0.400369j
0.850499-0.524866j
0.76846-0.638983j
0.671225-0.740463j
