0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j, 0.247528-0.0350697j
0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j, 0.24016-0.0694459j
0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j, 0.228044-0.102449j
0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j, 0.211417-0.133425j
0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j, 0.19061-0.161763j
0.166033-0.186902j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186902j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186902j, 0.166033-0.186901j, 0.166033-0.186901j, 0.166033-0.186902j
0.138172-0.208344j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208344j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208344j, 0.138172-0.208343j, 0.138172-0.208343j, 0.138172-0.208344j
0.10758-0.225665j, 0.10758-0.225664j, 0.10758-0.225664j, 0.10758-0.225665j, 0.10758-0.225664j, 0.10758-0.225663j, 0.10758-0.225663j, 0.10758-0.225664j, 0.10758-0.225664j, 0.10758-0.225663j, 0.10758-0.225663j, 0.10758-0.225664j, 0.10758-0.225665j, 0.10758-0.225664j, 0.10758-0.225664j, 0.10758-0.225665j
0.0748601-0.238522j, 0.0748604-0.23852j, 0.0748604-0.23852j, 0.0748601-0.238522j, 0.0748604-0.23852j, 0.0748608-0.238518j, 0.0748608-0.238518j, 0.0748604-0.23852j, 0.0748604-0.23852j, 0.0748608-0.238518j, 0.0748608-0.238518j, 0.0748604-0.23852j, 0.0748601-0.238522j, 0.0748604-0.23852j, 0.0748604-0.23852j, 0.0748601-0.238522j
0.0406603-0.246662j, 0.040661-0.246659j, 0.040661-0.246659j, 0.0406603-0.246662j, 0.040661-0.246659j, 0.0406617-0.246655j, 0.0406617-0.246655j, 0.040661-0.246659j, 0.040661-0.246659j, 0.0406617-0.246655j, 0.0406617-0.246655j, 0.040661-0.246659j, 0.0406603-0.246662j, 0.040661-0.246659j, 0.040661-0.246659j, 0.0406603-0.246662j
