0.495055-0.0701395j, 0.495055-0.0701395j, 0.495055-0.0701395j, 0.495055-0.0701395j
0.480321-0.138892j, 0.480321-0.138892j, 0.480321-0.138892j, 0.480321-0.138892j
0.456087-0.204897j, 0.456087-0.204897j, 0.456087-0.204897j, 0.456087-0.204897j
0.422834-0.26685j, 0.422834-0.26685j, 0.422834-0.26685j, 0.422834-0.26685j
0.381219-0.323526j, 0.381219-0.323526j, 0.381219-0.323526j, 0.381219-0.323526j
0.332065-0.373803j, 0.332065-0.373803j, 0.332065-0.373803j, 0.332065-0.373803j
0.276345-0.416687j, 0.276345-0.416687j, 0.276345-0.416687j, 0.276345-0.416687j
0.21516-0.451329j, 0.21516-0.451329j, 0.21516-0.451329j, 0.21516-0.451329j
0.14972-0.477045j, 0.14972-0.477045j, 0.14972-0.477045j, 0.14972-0.477045j
0.0813206-0.493324j, 0.0813206-0.493324j, 0.0813206-0.493324j, 0.0813206-0.493324j
0.0113139-0.499845j, 0.0113139-0.499845j, 0.0113139-0.499845j, 0.0113139-0.499845j
-0.0589152-0.496481j, -0.0589152-0.496481j, -0.0589152-0.496481j, -0.0589152-0.496481j
-0.127978-0.483299j, -0.127978-0.483299j, -0.127978-0.483299j, -0.127978-0.483299j
-0.194508-0.460558j, -0.194508-0.460558j, -0.194508-0.460558j, -0.194508-0.460558j
-0.257191-0.428709j, -0.257191-0.428709j, -0.257191-0.428709j, -0.257191-0.428709j
-0.314785-0.388381j, -0.314785-0.388381j, -0.314785-0.388381j, -0.314785-0.388381j
-0.366154-0.340373j, -0.366154-0.340373j, -0.366154-0.340373j, -0.366154-0.340373j
-0.410279-0.285633j, -0.410279-0.285633j, -0.410279-0.285633j, -0.410279-0.285633j
-0.446289-0.225244j, -0.446289-0.225244j, -0.446289-0.225244j, -0.446289-0.225244j
-0.473472-0.160402j, -0.473472-0.160402j, -0.473472-0.160402j, -0.473472-0.160402j
-0.49129-0.0923877j, -0.49129-0.0923877j, -0.49129-0.0923877j, -0.49129-0.0923877j
-0.499391-0.0225468j, -0.499391-0.0225468j, -0.499391-0.0225468j, -0.499391-0.0225468j
-0.497615+0.04774j, -0.497615+0.04774j, -0.497615+0.04774j, -0.497615+0.04774j
-0.485996+0.117082j, -0.485996+0.117082j, -0.485996+0.117082j, -0.485996+0.117082j
-0.464765+0.184107j, -0.464765+0.184107j, -0.464765+0.184107j, -0.464765+0.184107j
-0.434342+0.247491j, -0.434342+0.247491j, -0.434342+0.247491j, -0.434342+0.247491j
-0.395329+0.30598j, -0.395329+0.30598j, -0.395329+0.30598j, -0.395329+0.30598j
-0.348496+0.358417j, -0.348496+0.358417j, -0.348496+0.358417j, -0.348496+0.358417j
-0.294771+0.403765j, -0.294771+0.403765j, -0.294771+0.403765j, -0.294771+0.403765j
-0.235216+0.441128j, -0.235216+0.441128j, -0.235216+0.441128j, -0.235216+0.441128j
-0.171008+0.469765j, -0.171008+0.469765j, -0.171008+0.469765j, -0.171008+0.469765j
-0.103419+0.489112j, -0.103419+0.489112j, -0.103419+0.489112j, -0.103419+0.489112j
-0.0337839+0.498785j, -0.0337839+0.498785j, -0.0337839+0.498785j, -0.0337839+0.498785j
0.0365194+0.498594j, 0.0365194+0.498594j, 0.0365194+0.498594j, 0.0365194+0.498594j
0.106101+0.488542j, 0.106101+0.488542j, 0.106101+0.488542j, 0.106101+0.488542j
0.173584+0.468828j, 0.173584+0.468828j, 0.173584+0.468828j, 0.173584+0.468828j
0.237634+0.439842j, 0.237634+0.439842j, 0.237634+0.439842j, 0.237634+0.439842j
0.296985+0.402158j, 0.296985+0.402158j, 0.296985+0.402158j, 0.296985+0.402158j
0.350462+0.35652j, 0.350462+0.35652j, 0.350462+0.35652j, 0.350462+0.35652j
0.397008+0.303832j, 0.397008+0.303832j, 0.397008+0.303832j, 0.397008+0.303832j
0.435704+0.245135j, 0.435704+0.245135j, 0.435704+0.245135j, 0.435704+0.245135j
0.465782+0.18159j, 0.465782+0.18159j, 0.465782+0.18159j, 0.465782+0.18159j
0.486649+0.114455j, 0.486649+0.114455j, 0.486649+0.114455j, 0.486649+0.114455j
0.497892+0.0450563j, 0.497892+0.0450563j, 0.497892+0.0450563j, 0.497892+0.0450563j
0.499289-0.0252326j, 0.499289-0.0252326j, 0.499289-0.0252326j, 0.499289-0.0252326j
0.490812-0.0950222j, 0.490812-0.0950222j, 0.490812-0.0950222j, 0.490812-0.0950222j
0.472629-0.162932j, 0.472629-0.162932j, 0.472629-0.162932j, 0.472629-0.162932j
0.445099-0.227619j, 0.445099-0.227619j, 0.445099-0.227619j, 0.445099-0.227619j
0.408767-0.287804j, 0.408767-0.287804j, 0.408767-0.287804j, 0.408767-0.287804j
0.364352-0.342296j, 0.364352-0.342296j, 0.364352-0.342296j, 0.364352-0.342296j
0.312733-0.390018j, 0.312733-0.390018j, 0.312733-0.390018j, 0.312733-0.390018j
0.254929-0.430026j, 0.254929-0.430026j, 0.254929-0.430026j, 0.254929-0.430026j
0.192085-0.46153j, 0.192085-0.46153j, 0.192085-0.46153j, 0.192085-0.46153j
0.125443-0.483905j, 0.125443-0.483905j, 0.125443-0.483905j, 0.125443-0.483905j
0.0563209-0.49671j, 0.0563209-0.49671j, 0.0563209-0.49671j, 0.0563209-0.49671j
-0.0139135-0.499691j, -0.0139135-0.499691j, -0.0139135-0.499691j, -0.0139135-0.499691j
-0.0838714-0.492789j, -0.0838714-0.492789j, -0.0838714-0.492789j, -0.0838714-0.492789j
-0.152169-0.476142j, -0.152169-0.476142j, -0.152169-0.476142j, -0.152169-0.476142j
-0.217457-0.450079j, -0.217457-0.450079j, -0.217457-0.450079j, -0.217457-0.450079j
-0.278442-0.415113j, -0.278442-0.415113j, -0.278442-0.415113j, -0.278442-0.415113j
-0.33392-0.371939j, -0.33392-0.371939j, -0.33392-0.371939j, -0.33392-0.371939j
-0.382792-0.321409j, -0.382792-0.321409j, -0.382792-0.321409j, -0.382792-0.321409j
-0.424093-0.264523j, -0.424093-0.264523j, -0.424093-0.264523j, -0.424093-0.264523j
-0.457005-0.202405j, -0.457005-0.202405j, -0.457005-0.202405j, -0.457005-0.202405j
-0.480878-0.136285j, -0.480878-0.136285j, -0.480878-0.136285j, -0.480878-0.136285j
-0.49524-0.0674706j, -0.49524-0.0674706j, -0.49524-0.0674706j, -0.49524-0.0674706j
-0.499806+0.00267795j, -0.499806+0.00267795j, -0.499806+0.00267795j, -0.499806+0.00267795j
-0.494487+0.072773j, -0.494487+0.072773j, -0.494487+0.072773j, -0.494487+0.072773j
-0.479388+0.141428j, -0.479388+0.141428j, -0.479388+0.141428j, -0.479388+0.141428j
-0.454807+0.207286j, -0.454807+0.207286j, -0.454807+0.207286j, -0.454807+0.207286j
-0.421231+0.269044j, -0.421231+0.269044j, -0.421231+0.269044j, -0.421231+0.269044j
-0.379324+0.32548j, -0.379324+0.32548j, -0.379324+0.32548j, -0.379324+0.32548j
-0.329914+0.375479j, -0.329914+0.375479j, -0.329914+0.375479j, -0.329914+0.375479j
-0.27398+0.418051j, -0.27398+0.418051j, -0.27398+0.418051j, -0.27398+0.418051j
-0.212626+0.452355j, -0.212626+0.452355j, -0.212626+0.452355j, -0.212626+0.452355j
-0.147067+0.477713j, -0.147067+0.477713j, -0.147067+0.477713j, -0.147067+0.477713j
-0.0785996+0.493622j, -0.0785996+0.493622j, -0.0785996+0.493622j, -0.0785996+0.493622j
-0.00857733+0.499769j, -0.00857733+0.499769j, -0.00857733+0.499769j, -0.00857733+0.499769j
0.0616148+0.496032j, 0.0616148+0.496032j, 0.0616148+0.496032j, 0.0616148+0.496032j
0.130588+0.482485j, 0.130588+0.482485j, 0.130588+0.482485j, 0.130588+0.482485j
0.19698+0.459396j, 0.19698+0.459396j, 0.19698+0.459396j, 0.19698+0.459396j
0.259475+0.427221j, 0.259475+0.427221j, 0.259475+0.427221j, 0.259475+0.427221j
0.316839+0.386597j, 0.316839+0.386597j, 0.316839+0.386597j, 0.316839+0.386597j
0.367938+0.338328j, 0.367938+0.338328j, 0.367938+0.338328j, 0.367938+0.338328j
0.411759+0.283368j, 0.411759+0.283368j, 0.411759+0.283368j, 0.411759+0.283368j
0.447438+0.222804j, 0.447438+0.222804j, 0.447438+0.222804j, 0.447438+0.222804j
0.474268+0.157835j, 0.474268+0.157835j, 0.474268+0.157835j, 0.474268+0.157835j
0.491719+0.0897439j, 0.491719+0.0897439j, 0.491719+0.0897439j, 0.491719+0.0897439j
0.499445+0.0198787j, 0.499445+0.0198787j, 0.499445+0.0198787j, 0.499445+0.0198787j
0.497295-0.0503792j, 0.497295-0.0503792j, 0.497295-0.0503792j, 0.497295-0.0503792j
0.48531-0.11964j, 0.48531-0.11964j, 0.48531-0.11964j, 0.48531-0.11964j
0.463728-0.186534j, 0.463728-0.186534j, 0.463728-0.186534j, 0.463728-0.186534j
0.432975-0.249739j, 0.432975-0.249739j, 0.432975-0.249739j, 0.432975-0.249739j
0.39366-0.308004j, 0.39366-0.308004j, 0.39366-0.308004j, 0.39366-0.308004j
0.346561-0.360177j, 0.346561-0.360177j, 0.346561-0.360177j, 0.346561-0.360177j
0.292609-0.405226j, 0.292609-0.405226j, 0.292609-0.405226j, 0.292609-0.405226j
0.232871-0.442261j, 0.232871-0.442261j, 0.232871-0.442261j, 0.232871-0.442261j
0.168528-0.470549j, 0.168528-0.470549j, 0.168528-0.470549j, 0.168528-0.470549j
0.100854-0.48953j, 0.100854-0.48953j, 0.100854-0.48953j, 0.100854-0.48953j
0.0311866-0.49883j, 0.0311866-0.49883j, 0.0311866-0.49883j, 0.0311866-0.49883j
-0.0390966-0.498264j, -0.0390966-0.498264j, -0.0390966-0.498264j, -0.0390966-0.498264j
-0.108605-0.487844j, -0.108605-0.487844j, -0.108605-0.487844j, -0.108605-0.487844j
-0.175965-0.467776j, -0.175965-0.467776j, -0.175965-0.467776j, -0.175965-0.467776j
-0.239843-0.438456j, -0.239843-0.438456j, -0.239843-0.438456j, -0.239843-0.438456j
-0.298977-0.400466j, -0.298977-0.400466j, -0.298977-0.400466j, -0.298977-0.400466j
-0.352197-0.354555j, -0.352197-0.354555j, -0.352197-0.354555j, -0.352197-0.354555j
-0.39845-0.301633j, -0.39845-0.301633j, -0.39845-0.301633j, -0.39845-0.301633j
-0.436821-0.242746j, -0.436821-0.242746j, -0.436821-0.242746j, -0.436821-0.242746j
-0.466553-0.179059j, -0.466553-0.179059j, -0.466553-0.179059j, -0.466553-0.179059j
-0.487057-0.11183j, -0.487057-0.11183j, -0.487057-0.11183j, -0.487057-0.11183j
-0.497927-0.0423907j, -0.497927-0.0423907j, -0.497927-0.0423907j, -0.497927-0.0423907j
-0.498949+0.0278866j, -0.498949+0.0278866j, -0.498949+0.0278866j, -0.498949+0.0278866j
-0.490102+0.097612j, -0.490102+0.097612j, -0.490102+0.097612j, -0.490102+0.097612j
-0.471562+0.165406j, -0.471562+0.165406j, -0.471562+0.165406j, -0.471562+0.165406j
-0.443695+0.229929j, -0.443695+0.229929j, -0.443695+0.229929j, -0.443695+0.229929j
-0.407052+0.289903j, -0.407052+0.289903j, -0.407052+0.289903j, -0.407052+0.289903j
-0.362359+0.344144j, -0.362359+0.344144j, -0.362359+0.344144j, -0.362359+0.344144j
-0.310499+0.391578j, -0.310499+0.391578j, -0.310499+0.391578j, -0.310499+0.391578j
-0.252498+0.431267j, -0.252498+0.431267j, -0.252498+0.431267j, -0.252498+0.431267j
-0.189503+0.462427j, -0.189503+0.462427j, -0.189503+0.462427j, -0.189503+0.462427j
-0.12276+0.484441j, -0.12276+0.484441j, -0.12276+0.484441j, -0.12276+0.484441j
-0.0535885+0.496874j, -0.0535885+0.496874j, -0.0535885+0.496874j, -0.0535885+0.496874j
