0.984419-0.174997j
0.938457-0.344541j
0.863542-0.503401j
0.761993-0.646675j
0.636954-0.769946j
0.492292-0.869415j
0.332476-0.942018j
0.162445-0.985523j
-0.0125496-0.998596j
-0.187106-0.980841j
-0.355835-0.932815j
-0.513531-0.856011j
-0.655329-0.752807j
-0.776858-0.626397j
-0.874372-0.48069j
-0.944868-0.320187j
-0.986178-0.149849j
-0.997036+0.0250638j
-0.977115+0.199152j
-0.92704+0.367041j
-0.848364+0.523552j
-0.743526+0.663856j
-0.615768+0.783628j
-0.469042+0.879176j
-0.30788+0.947559j
-0.137263+0.986673j
0.0375408+0.995321j
0.211134+0.973243j
0.37816+0.921131j
0.533463+0.840603j
0.672255+0.734151j
0.790255+0.605069j
0.883827+0.457349j
0.950092+0.295556j
0.98701+0.124688j
0.993452-0.049979j
0.969227-0.223052j
0.915092-0.389188j
0.832727-0.543263j
0.724683-0.680524j
0.594302-0.796738j
0.445615-0.888326j
0.283218-0.952466j
0.112126-0.987188j
-0.0623762-0.991429j
-0.234902-0.965066j
-0.400126-0.908923j
-0.552951-0.82474j
-0.688662-0.715125j
-0.803077-0.583469j
-0.89267-0.433842j
-0.954683-0.270867j
-0.987209-0.0995799j
-0.989254+0.0747305j
-0.960763+0.246683j
-0.902625+0.41097j
-0.816643+0.562524j
-0.705478+0.69667j
-0.572571+0.809272j
-0.42203+0.896861j
-0.258506+0.956741j
-0.0870512+0.987072j
0.0870401+0.986927j
0.258393+0.956318j
0.421721+0.8962j
0.571982+0.808436j
0.704545+0.695745j
0.815321+0.561611j
0.900898+0.410182j
0.958642+0.246137j
0.986779+0.074542j
0.984449-0.0993029j
0.951733-0.270031j
0.889649-0.432375j
0.800123-0.581324j
0.685927-0.712286j
0.550592-0.821223j
0.398301-0.904779j
0.233761-0.960384j
0.0620548-0.986328j
-0.111517-0.981819j
-0.281595-0.947006j
-0.442931-0.882973j
-0.590547-0.791703j
-0.719892-0.676024j
-0.826978-0.539511j
-0.908506-0.386386j
-0.961967-0.221379j
-0.98572-0.0495882j
-0.979039+0.123683j
-0.942141+0.293086j
-0.876172+0.453392j
-0.783178+0.599656j
-0.666038+0.727367j
-0.528373+0.83259j
-0.37444+0.912082j
-0.208994+0.963398j
-0.0371453+0.984961j
0.135799+0.976116j
0.304501+0.937144j
0.463754+0.869257j
0.608646+0.774558j
0.734709+0.65598j
0.838056+0.517188j
0.915505+0.362474j
0.964673+0.196617j
0.98405+0.0247393j
0.973047-0.147851j
0.932013-0.315827j
0.862223-0.474004j
0.76584-0.617504j
0.645846-0.741901j
0.505953-0.843362j
0.350484-0.91876j
0.184242-0.965777j
0.0123633-0.982971j
-0.159846-0.969818j
-0.327071-0.926733j
-0.484151-0.855057j
-0.62624-0.757007j
-0.748957-0.635621j
-0.848519-0.494652j
-0.921861-0.338454j
-0.966727-0.171858j
