0.996115-0.0878496j
0.984528-0.175017j
0.965328-0.260827j
0.938665-0.344618j
0.904744-0.42574j
0.863828-0.503568j
0.816234-0.577498j
0.76233-0.646961j
0.702534-0.711418j
0.637307-0.770371j
0.567154-0.823366j
0.492618-0.869993j
0.414276-0.909894j
0.332732-0.942764j
0.248617-0.968354j
0.162581-0.986466j
0.0752862-0.996966j
-0.012592-0.999768j
-0.100375-0.994844j
-0.187385-0.98223j
-0.272948-0.962009j
-0.356402-0.934348j
-0.437103-0.899475j
-0.514426-0.857647j
-0.587775-0.80919j
-0.656581-0.75448j
-0.720315-0.69394j
-0.778482-0.628037j
-0.830633-0.557269j
-0.876365-0.482194j
-0.915324-0.403405j
-0.94721-0.321503j
-0.971778-0.237105j
-0.988834-0.150867j
-0.998249-0.0634743j
-0.99995+0.0244056j
-0.993924+0.112098j
-0.980218+0.198924j
-0.958937+0.284212j
-0.930246+0.367305j
-0.894366+0.447556j
-0.851576+0.524341j
-0.802207+0.597073j
-0.746639+0.665195j
-0.685303+0.728173j
-0.618673+0.785518j
-0.547263+0.836791j
-0.471626+0.881596j
-0.392347+0.919584j
-0.310038+0.950465j
-0.225336+0.973999j
-0.138896+0.990002j
-0.0513856+0.998351j
0.0365186+0.998984j
0.124137+0.991895j
0.210792+0.977138j
0.295815+0.954827j
0.378547+0.925137j
0.45835+0.888295j
0.534606+0.844586j
0.606726+0.794349j
0.674153+0.737973j
0.736365+0.675893j
0.792882+0.608588j
0.843266+0.53658j
0.887129+0.460424j
0.924131+0.38071j
0.953987+0.298054j
0.976465+0.213096j
0.991392+0.12649j
0.998653+0.038907j
0.998192-0.0489747j
0.990011-0.136477j
0.974176-0.222924j
0.950807-0.307646j
0.920087-0.389989j
0.882251-0.469318j
0.837594-0.545017j
0.78646-0.616502j
0.729244-0.68322j
0.666389-0.744658j
0.598381-0.800338j
0.525746-0.84983j
0.449045-0.892752j
0.368871-0.928774j
0.285843-0.957614j
0.200605-0.979053j
0.113814-0.992924j
0.0261415-0.999118j
-0.0617345-0.997588j
-0.149135-0.988347j
-0.235384-0.971467j
-0.319815-0.947078j
-0.401776-0.915366j
-0.480633-0.87658j
-0.555776-0.831018j
-0.626624-0.779032j
-0.692631-0.721026j
-0.753285-0.657447j
-0.808118-0.588784j
-0.856706-0.515572j
-0.898674-0.438376j
-0.933697-0.357791j
-0.961504-0.274442j
-0.981881-0.188972j
-0.994671-0.102041j
