0.0878512+0.996134j
-0.74624+0.0130471j
-0.74018+0.124648j
-0.724367+0.234642j
-0.699006+0.341614j
-0.664422+0.444187j
-0.621062+0.541042j
-0.569482+0.630933j
-0.510348+0.712703j
-0.44442+0.7853j
-0.372546+0.847792j
-0.295653+0.899373j
-0.214728+0.93938j
-0.130814+0.967299j
-0.0449896+0.982772j
0.0416397+0.985598j
0.12796+0.975743j
0.21286+0.953334j
0.295247+0.918658j
0.374063+0.872163j
0.448291+0.814448j
0.516979+0.746255j
0.579242+0.668461j
0.634278+0.582069j
0.681381+0.48819j
0.719944+0.388031j
0.749471+0.282883j
0.769584+0.174098j
0.780022+0.063076j
0.780652-0.0487548j
0.771467-0.159955j
0.752584-0.269094j
0.724247-0.374767j
0.686821-0.475616j
0.640788-0.570342j
0.58674-0.657727j
0.525373-0.736646j
0.457476-0.806085j
0.383924-0.86515j
0.305663-0.913082j
0.223699-0.949263j
0.139089-0.97323j
0.0529206-0.984673j
-0.0336978-0.983447j
-0.119651-0.969566j
-0.203834-0.943211j
-0.285163-0.90472j
-0.362591-0.854589j
-0.435123-0.793464j
-0.501825-0.722131j
-0.56184-0.641508j
-0.614395-0.552633j
-0.658814-0.456651j
-0.694527-0.354795j
-0.721073-0.248377j
-0.738111-0.138765j
-0.745423-0.027372j
-0.742914+0.0843704j
-0.730618+0.195024j
-0.708692+0.303166j
-0.67742+0.407403j
-0.637203+0.506396j
-0.588559+0.59887j
-0.532115+0.683636j
-0.468597+0.759603j
-0.398823+0.825795j
-0.32369+0.881359j
-0.244165+0.925581j
-0.161272+0.957893j
-0.0760775+0.977878j
0.0103225+0.985281j
0.0968161+0.980006j
0.18229+0.962121j
0.265646+0.931858j
0.34581+0.889605j
0.42175+0.835907j
0.492492+0.771454j
0.557123+0.697078j
0.614812+0.613734j
0.664819+0.522495j
0.706498+0.424537j
0.739315+0.321118j
0.762847+0.213571j
0.776792+0.103278j
0.78097-0.00834005j
0.775328-0.119848j
0.759939-0.22981j
0.735002-0.336813j
0.700837-0.439479j
0.657884-0.536487j
0.606696-0.62659j
0.547932-0.708628j
0.482349-0.781545j
0.41079-0.844405j
0.334176-0.896398j
0.253493-0.936855j
0.16978-0.965257j
0.0841131-0.981239j
-0.00240458-0.984594j
-0.08866-0.975281j
-0.173543-0.953419j
-0.255963-0.91929j
-0.334857-0.873333j
-0.409212-0.816141j
-0.478071-0.748449j
-0.540547-0.671129j
-0.595838-0.585175j
-0.643232-0.491695j
-0.682119-0.39189j
-0.712-0.287046j
-0.732489-0.178511j
-0.743324-0.067683j
-0.744366+0.0440131j
-0.735601+0.15514j
-0.717143+0.264268j
-0.689229+0.369992j
-0.652218+0.470952j
-0.606588+0.565851j
-0.552925+0.653465j
-0.49192+0.732669j
-0.424359+0.802444j
-0.35111+0.861892j
-0.273117+0.910248j
-0.191383+0.946891j
-0.10696+0.971349j
-0.0209344+0.983308j
0.0655872+0.982615j
0.151491+0.969279j
0.235673+0.943471j
0.317048+0.905524j
0.394571+0.855928j
0.467244+0.795319j
0.534131+0.724479j
0.594373+0.644319j
0.647194+0.555871j
0.691915+0.460273j
0.727961+0.358755j
0.754868+0.252624j
0.772291+0.143246j
0.780005+0.032027j
0.777911-0.0796008j
0.766037-0.1902j
0.744535-0.298351j
0.713683-0.402659j
0.673878-0.501782j
0.625632-0.594448j
0.569567-0.679461j
0.506403-0.75573j
0.436954-0.822273j
0.362114-0.878233j
0.282845-0.922893j
0.200168-0.955675j
0.115146-0.97616j
0.0288746-0.984086j
-0.0575374-0.979347j
-0.142978-0.962009j
-0.226347-0.932293j
-0.306573-0.89058j
-0.382623-0.837412j
-0.453519-0.773469j
-0.518349-0.699576j
-0.576278-0.616684j
-0.626562-0.525858j
-0.668554-0.428271j
-0.701714-0.325175j
-0.725615-0.217896j
-0.73995-0.107819j
-0.744535+0.00364358j
-0.739311+0.115056j
-0.724345+0.224984j
-0.699831+0.332016j
-0.666084+0.434771j
-0.623539+0.53193j
-0.572743+0.622243j
-0.51435+0.704544j
-0.449112+0.77778j
-0.377868+0.841006j
-0.301536+0.893408j
-0.221096+0.934315j
-0.137586+0.963198j
-0.0520779+0.979686j
0.0343263+0.983569j
0.120515+0.974796j
0.20538+0.953481j
0.287829+0.919898j
0.3668+0.874479j
0.441279+0.817811j
0.510307+0.75062j
0.572996+0.673774j
0.628539+0.588261j
0.676222+0.49518j
0.715431+0.395731j
0.745663+0.291193j
0.766529+0.18291j
0.77776+0.0722779j
0.779212-0.0392816j
0.770867-0.150333j
0.752832-0.259446j
0.72534-0.365218j
0.688745-0.466288j
0.643518-0.561356j
0.590241-0.649198j
0.529599-0.728684j
0.462374-0.798792j
0.38943-0.85862j
0.311706-0.907399j
0.230203-0.944501j
0.145969-0.969449j
0.0600873-0.981923j
-0.0263357-0.981761j
-0.112189-0.968968j
-0.196367-0.943707j
-0.277787-0.906305j
-0.355402-0.857242j
-0.428213-0.797151j
-0.495283-0.726804j
-0.55575-0.647107j
-0.608835-0.559087j
-0.653857-0.463875j
-0.690235-0.362697j
-0.717502-0.256855j
-0.735307-0.147711j
-0.743422-0.0366702j
-0.741742+0.07484j
-0.730289+0.185384j
-0.709211+0.293539j
-0.67878+0.397915j
-0.639387+0.497168j
-0.591539+0.590021j
-0.535852+0.67528j
-0.473043+0.751847j
-0.403921+0.818738j
-0.329374+0.875093j
-0.250363+0.920187j
-0.167903+0.953439j
-0.0830565+0.974423j
0.00308522+0.982868j
0.0894137+0.978666j
0.174818+0.961873j
0.2582+0.932703j
0.338486+0.891532j
0.414643+0.838893j
0.485692+0.77546j
0.550718+0.702052j
0.608885+0.619612j
0.659445+0.529201j
0.701748+0.431985j
0.735249+0.329213j
0.759517+0.222207j
0.774241+0.112346j
0.779231+0.00104219j
0.774424-0.110273j
0.759881-0.220164j
0.73579-0.327221j
0.702462-0.430065j
0.660324-0.52737j
0.609921-0.617889j
0.551899-0.700455j
0.487008-0.774004j
0.41608-0.837595j
0.34003-0.890405j
0.259835-0.931756j
0.176528-0.96112j
0.0911813-0.978113j
0.00489245-0.982521j
-0.0812281-0.97429j
-0.166072-0.953519j
-0.248548-0.920482j
-0.327595-0.875603j
-0.402196-0.819456j
-0.471391-0.752768j
-0.534289-0.676397j
-0.590082-0.591323j
-0.638053-0.498645j
-0.677583-0.399554j
-0.708165-0.295321j
-0.729405-0.187295j
-0.741031-0.0768607j
-0.742893+0.0345614j
-0.734967+0.145531j
-0.717355+0.254629j
-0.690285+0.360447j
-0.654105+0.461623j
-0.609281+0.556859j
-0.55639+0.644925j
-0.496113+0.72469j
-0.429224+0.79513j
-0.356586+0.855335j
-0.279133+0.904534j
-0.197862+0.942094j
-0.113818+0.96753j
-0.028083+0.980516j
0.0582397+0.980887j
0.14404+0.968634j
0.228212+0.94392j
0.309675+0.907063j
0.38738+0.858532j
0.460328+0.798959j
0.527579+0.729107j
0.588269+0.649873j
0.641617+0.562283j
0.686936+0.467458j
0.723645+0.366621j
0.75127+0.261072j
0.769457+0.152163j
0.777971+0.0413018j
0.776704-0.0700884j
0.765672-0.180574j
0.745018-0.288732j
0.715007-0.393173j
0.676026-0.492552j
0.628576-0.585591j
0.573269-0.671091j
0.510815-0.747956j
0.44202-0.815193j
0.367768-0.871939j
0.289015-0.917466j
0.206775-0.951186j
0.122105-0.972666j
0.0360946-0.981631j
-0.0501485-0.977964j
-0.135515-0.961714j
-0.218907-0.933091j
-0.29925-0.892461j
-0.375513-0.840351j
-0.446712-0.77743j
-0.511933-0.704505j
-0.570337-0.622519j
-0.621171-0.532525j
-0.663782-0.435681j
-0.697623-0.333235j
-0.722257-0.226504j
-0.737369-0.116862j
-0.742763-0.00571625j
-0.738372+0.105497j
-0.724251+0.215349j
-0.700583+0.322431j
-0.667673+0.425357j
-0.625943+0.522809j
-0.575932+0.613532j
-0.518283+0.696356j
-0.453738+0.770221j
-0.383128+0.834171j
-0.307361+0.887386j
-0.227412+0.929182j
-0.144311+0.959021j
-0.0591265+0.976523j
0.0270454+0.981453j
0.113096+0.97376j
0.197917+0.953537j
0.280419+0.921041j
0.359539+0.876701j
0.434259+0.821079j
0.503619+0.754894j
0.566726+0.678998j
0.622767+0.594366j
0.671023+0.502091j
0.710872+0.403356j
0.741803+0.299437j
0.763417+0.191665j
0.775436+0.0814291j
0.777706-0.0298452j
0.770198-0.140742j
0.753009-0.249819j
0.726361-0.355676j
0.690597-0.45696j
0.646176-0.552356j
0.593671-0.640647j
0.533758-0.720689j
0.467207-0.791455j
0.394876-0.85204j
0.317695-0.901655j
0.236657-0.93967j
0.152805-0.965592j
0.067218-0.97909j
-0.0190026-0.979992j
-0.104747-0.968278j
-0.188913-0.944112j
-0.270417-0.907797j
-0.34821-0.859799j
-0.421291-0.800745j
-0.488721-0.731385j
-0.549632-0.652619j
-0.603241-0.565458j
-0.648857-0.47102j
-0.685894-0.370529j
-0.713876-0.265271j
-0.732443-0.156602j
-0.741356-0.0459216j
-0.740501+0.0653467j
-0.72989+0.175768j
-0.709658+0.28393j
-0.680067+0.388433j
-0.641497+0.487934j
-0.594446+0.581156j
-0.539518+0.666897j
-0.477421+0.744055j
-0.408954+0.811636j
-0.334998+0.868772j
-0.256505+0.914729j
-0.174485+0.948915j
-0.0899931+0.97089j
-0.00411674+0.980371j
0.0820391+0.97724j
0.167366+0.961533j
0.250765+0.933454j
0.331165+0.893367j
0.40753+0.841784j
0.478879+0.779375j
0.544292+0.706935j
0.602929+0.625402j
0.654036+0.53583j
0.696954+0.439356j
0.731133+0.337239j
0.756132+0.230785j
0.77163+0.12136j
0.777428+0.0103832j
0.773452-0.100733j
0.759752-0.210541j
0.736507-0.31764j
0.704014-0.420655j
0.662692-0.518242j
0.613074-0.609171j
0.555798-0.692252j
0.4916-0.766423j
0.421308-0.830738j
0.345826-0.884349j
0.266125-0.926594j
0.183231-0.956908j
0.0982105-0.974906j
0.0121576-0.980368j
-0.0738205-0.973205j
-0.158617-0.953531j
-0.241142-0.921581j
-0.320333-0.877772j
-0.395171-0.822681j
-0.464694-0.756994j
-0.528006-0.681576j
-0.584295-0.597389j
-0.632834-0.505514j
-0.673001-0.407146j
-0.704278-0.30353j
-0.726264-0.19602j
-0.738675-0.0859903j
-0.741353+0.0251486j
-0.734263+0.135953j
-0.717496+0.245011j
-0.691269+0.350911j
-0.65592+0.452292j
-0.611903+0.547854j
-0.559785+0.63636j
-0.500237+0.716678j
-0.434025+0.787773j
-0.362001+0.848726j
-0.285093+0.898761j
-0.20429+0.937229j
-0.120632+0.963635j
-0.0351945+0.977644j
0.0509219+0.979071j
0.136609+0.967902j
0.220766+0.944279j
0.302308+0.908504j
0.380187+0.861046j
0.453401+0.802506j
0.521008+0.733641j
0.582138+0.655343j
0.636005+0.568609j
0.681916+0.474567j
0.71928+0.374417j
0.747618+0.269452j
0.766563+0.161029j
0.775874+0.0505285j
0.77543-0.0606118j
0.765238-0.170973j
0.745429-0.279132j
0.716257-0.38369j
0.6781-0.483319j
0.631447-0.576716j
0.576899-0.662695j
0.515159-0.740147j
0.447022-0.808065j
0.373363-0.865595j
0.295131-0.911976j
0.213332-0.946625j
0.12902-0.969097j
0.0432791-0.979089j
-0.0427875-0.976496j
-0.128073-0.961328j
-0.211478-0.933795j
-0.291932-0.894251j
-0.368398-0.843192j
-0.439893-0.781298j
-0.505497-0.709342j
-0.564366-0.628265j
-0.615743-0.539111j
-0.658967-0.443013j
-0.693482-0.341228j
-0.718844-0.235047j
-0.734727-0.125848j
-0.740928-0.0150364j
-0.737365+0.0959755j
-0.724087+0.205738j
-0.701263+0.312858j
-0.669188+0.415947j
-0.628274+0.513678j
-0.579049+0.604806j
-0.522146+0.688137j
-0.458297+0.762621j
-0.388324+0.827288j
-0.313128+0.881304j
-0.233676+0.923988j
-0.15099+0.954771j
-0.0661354+0.973277j
0.019797+0.979256j
0.105701+0.972632j
0.190471+0.953502j
0.273017+0.922092j
0.352277+0.878828j
0.427231+0.824254j
0.496914+0.759073j
0.560431+0.684135j
0.616963+0.600386j
0.665785+0.508922j
0.706267+0.41091j
0.73789+0.30761j
0.760246+0.200363j
0.773048+0.0905314j
0.776133-0.0204541j
0.769459-0.131177j
0.753114-0.240211j
0.727308-0.346144j
0.692374-0.44763j
0.64876-0.543345j
0.597029-0.632071j
0.537847-0.712662j
0.471974-0.784076j
0.40026-0.845406j
0.323626-0.89585j
0.243059-0.93477j
0.159596-0.961662j
0.07431-0.976175j
-0.0117004-0.978133j
-0.0973291-0.9675j
-0.181474-0.944422j
-0.263053-0.909193j
-0.341016-0.862263j
-0.41436-0.804245j
-0.482142-0.735875j
-0.543489-0.658041j
-0.597613-0.571744j
-0.643817-0.478089j
-0.681506-0.378289j
-0.710197-0.273621j
-0.72952-0.165437j
-0.739228-0.0551276j
-0.739194+0.0558905j
-0.729421+0.166183j
-0.710033+0.274336j
-0.681281+0.378956j
-0.643535+0.478696j
-0.597281+0.572277j
-0.543114+0.658488j
-0.481732+0.736226j
-0.413924+0.804489j
-0.340563+0.862397j
-0.262594+0.90921j
-0.181019+0.944319j
-0.096888+0.96728j
-0.011284+0.977794j
0.0746917+0.975724j
0.159933+0.961103j
0.243343+0.934112j
0.323848+0.895106j
0.400413+0.844583j
0.472052+0.783192j
0.537845+0.71173j
0.596944+0.631107j
0.648589+0.54237j
0.692117+0.446655j
0.726967+0.345194j
0.752691+0.239299j
0.768958+0.130322j
0.77556+0.0196758j
0.772411-0.0912223j
0.759552-0.200945j
0.73715-0.308075j
0.705492-0.411244j
0.664987-0.509112j
0.616155-0.600431j
0.559625-0.684022j
0.496125-0.758805j
0.426473-0.823829j
0.351563-0.878244j
0.272361-0.921363j
0.189886-0.952623j
0.105199-0.971623j
0.0193888-0.978127j
-0.0664392-0.972037j
-0.151181-0.953446j
-0.233746-0.922586j
-0.313073-0.879854j
-0.38814-0.825808j
-0.457983-0.761129j
-0.521701-0.686667j
-0.578476-0.603367j
-0.627578-0.512305j
-0.668374-0.414659j
-0.700341-0.311673j
-0.723066-0.204688j
-0.736258-0.0950652j
-0.739748+0.0157752j
-0.73349+0.126407j
-0.717566+0.235415j
-0.692181+0.341384j
-0.657661+0.442964j
-0.614452+0.538838j
-0.563108+0.627775j
-0.504292+0.708637j
-0.43876+0.780372j
-0.367355+0.84207j
-0.290997+0.892928j
-0.210667+0.932296j
-0.127401+0.959669j
-0.0422682+0.974689j
0.0436346+0.977173j
0.129202+0.967078j
0.213334+0.944544j
0.294948+0.909857j
0.372992+0.86346j
0.446465+0.80596j
0.514419+0.738085j
0.575982+0.660721j
0.63036+0.574856j
0.676855+0.481593j
0.714869+0.382143j
0.743912+0.27777j
0.763611+0.169833j
0.773714+0.0597123j
0.774089-0.0511774j
0.764734-0.161399j
0.745768-0.269548j
0.717435-0.374221j
0.680101-0.474076j
0.634246-0.567832j
0.58046-0.654274j
0.519436-0.7323j
0.451959-0.800898j
0.378897-0.859191j
0.301191-0.906426j
0.219841-0.941996j
0.135893-0.965448j
0.0504277-0.976473j
-0.0354551-0.974936j
-0.12065-0.960853j
-0.204062-0.934407j
-0.284617-0.895942j
-0.361279-0.845946j
-0.433061-0.785069j
-0.49904-0.714092j
-0.558367-0.633928j
-0.61028-0.54561j
-0.654109-0.450274j
-0.689292-0.349148j
-0.715376-0.24353j
-0.732026-0.134785j
-0.739028-0.0243052j
-0.736291+0.086483j
-0.723853+0.196152j
-0.701871+0.303301j
-0.670631+0.406537j
-0.630533+0.504544j
-0.582095+0.596058j
-0.52594+0.679892j
-0.46279+0.754985j
-0.393458+0.820355j
-0.318837+0.875169j
-0.239886+0.918726j
-0.157622+0.950452j
-0.0731041+0.969954j
0.0125816+0.976974j
0.0983317+0.971419j
0.183043+0.953372j
0.265626+0.923053j
0.345017+0.88086j
0.420196+0.827334j
0.490195+0.763164j
0.554113+0.689177j
0.611129+0.606324j
0.660509+0.515673j
0.701618+0.418386j
0.733926+0.315722j
0.757019+0.208997j
0.7706+0.0995848j
0.774494-0.0111026j
0.768652-0.121648j
0.753148-0.230623j
0.728183-0.336627j
0.694078-0.438298j
0.651273-0.534325j
0.600317-0.623476j
0.541867-0.704601j
0.476676-0.77666j
0.405582-0.83872j
0.329501-0.889989j
0.24941-0.929805j
0.166342-0.957653j
0.0813642-0.973185j
-0.00442904-0.976189j
-0.0899339-0.966633j
-0.174051-0.944643j
-0.255696-0.910493j
-0.333821-0.864636j
-0.407419-0.80765j
-0.475545-0.740274j
-0.53732-0.663379j
-0.591952-0.577944j
-0.638736-0.48508j
-0.677072-0.385977j
-0.706466-0.281906j
-0.72654-0.174216j
-0.737037-0.0642833j
-0.737821+0.0464724j
-0.728882+0.156623j
-0.710337+0.264763j
-0.682423+0.369487j
-0.645501+0.469453j
-0.600045+0.563386j
-0.54664+0.650054j
-0.485975+0.728362j
-0.41883+0.7973j
-0.346069+0.855965j
-0.268628+0.90363j
-0.187503+0.939657j
-0.10374+0.96359j
-0.0184154+0.975138j
0.0673728+0.97412j
0.15252+0.96058j
0.235932+0.934685j
0.316535+0.896746j
0.393291+0.847289j
0.465214+0.786921j
0.531377+0.716428j
0.590931+0.636731j
0.643108+0.548827j
0.687237+0.453875j
0.722752+0.353085j
0.749195+0.247745j
0.766226+0.139233j
0.773627+0.0289262j
0.771302-0.0817511j
0.759282-0.19137j
0.737721-0.298526j
0.706898-0.401836j
0.667209-0.499974j
0.619164-0.591675j
0.563384-0.675761j
0.500584-0.75115j
0.431575-0.816872j
0.357242-0.872082j
0.278545-0.916066j
0.196494-0.948267j
0.112147-0.968264j
0.026587-0.975799j
-0.0590833-0.970781j
-0.143762-0.953273j
-0.22636-0.923497j
-0.305814-0.88184j
-0.381103-0.82884j
-0.451256-0.765175j
-0.515373-0.691666j
-0.572627-0.60926j
-0.622283-0.519016j
-0.663703-0.4221j
-0.696352-0.31975j
-0.719811-0.213292j
-0.73378-0.104094j
-0.738077+0.00644462j
-0.732649+0.116894j
-0.717565+0.225837j
-0.69302+0.331871j
-0.65933+0.433632j
-0.616928+0.529812j
-0.566361+0.619169j
-0.508278+0.700559j
-0.443429+0.772934j
-0.372647+0.835359j
-0.296843+0.887035j
-0.216993+0.927298j
-0.134125+0.955625j
-0.0493037+0.971656j
0.0363782+0.975186j
0.121818+0.966166j
0.205918+0.944718j
0.287594+0.911111j
0.365796+0.865783j
0.439519+0.80932j
0.507813+0.742439j
0.5698+0.666012j
0.624682+0.581017j
0.671754+0.488544j
0.71041+0.389793j
0.740154+0.286025j
0.760601+0.178583j
0.771491+0.0688449j
0.772682-0.0417774j
0.76416-0.151856j
0.746035-0.259982j
0.71854-0.364755j
0.682029-0.464835j
0.636972-0.55893j
0.58395-0.645828j
0.523645-0.724421j
0.456832-0.793684j
0.384372-0.852735j
0.307197-0.900814j
0.226301-0.937297j
0.142723-0.961723j
0.0575409-0.973771j
-0.0281507-0.973291j
-0.113249-0.960288j
-0.196658-0.934927j
-0.277307-0.89754j
-0.354155-0.848603j
-0.426217-0.788751j
-0.492563-0.718749j
-0.55234-0.639502j
-0.60478-0.552031j
-0.649208-0.457456j
-0.685053-0.357j
-0.711854-0.251953j
-0.729265-0.143665j
